ID;x;y;elevation;Cohort;budburst2014;tempsum2014;Budburst2015;Variance;RWI_drought_years;RWI_normal_years;RWI_positive_pointer;RWI_negative_pointer;Sensitivity_positive_pointer;Sensitivity_negative_pointer;contig00241.160;newcontig00241.632;contig00509.93;contig00509.192;contig00509.276;contig00628.351;contig00643.311;newcontig00716.144;newcontig00716.1490;contig00945.39;contig01054.57;contig01054.311;contig01113.563;contig01131.462;contig01131.558;contig01260.41;contig01260.267;contig01455.168;contig01455.289;contig01468.274;contig01468.511;contig01505.255;newcontig01515.156;contig02019.588;contig02088.183;contig02088.255;contig02108.136;contig02161.64;contig02161.199;contig02190.239;contig02190.265;contig02315.161;contig02315.209;contig02387.318;contig02467.785;contig02495.3490;contig02522.65;contig02522.282;newcontig02676.141;contig02831.313;contig02937.405;contig02937.651;contig02986.110;contig02986.147;contig02986.327;contig03380.79;contig03600.120;newcontig03689.775;contig03765.215;contig03803.208;contig03908.414;contig03942.73;contig03942.88;contig04018.876;contig04538.344;contig04538.470;contig04911.323;contig04921.779;contig05004.249;contig05004.671;contig05234.288;contig05234.297;contig05306.661;contig05566.56;contig05566.130;contig05566.481;contig05603.139;contig05700.204;contig06119.125;contig06331.174;contig06331.178;contig06641.50;contig06757.46;contig06757.154;contig06968.51;contig07082.263;contig07082.314;contig07150.658;contig07377.148;contig07377.313;contig08092.366;contig08213.487;contig08213.555;contig08248.183;contig08248.345;contig08255.1089;newcontig08583.395;contig08649.617;contig08759.481;contig08815.372;contig08855.98;contig08855.137;contig09065.486;contig09065.715;contig09197.63;contig09263.403;newcontig09373.1559;newcontig10568.484;contig10976.962;contig11291.1965;contig11291.4439;contig12124.943;newcontig12178.301;contig12182.435;contig12900.345;contig14101.217;contig14310.698;contig14310.800;contig14311.903;contig14409.108;newcontig14455.629;contig14514.32;contig14514.173;contig14580.627;contig14580.865;contig14580.898;contig14623.303;newcontig14680.474;contig14887.561;contig14887.690;contig14915.331;contig15076.316;newcontig15135.373;newcontig15135.469;contig15196.256;contig15256.139;contig15256.604;contig15256.660;contig15337.1228;newcontig15484.667;newcontig15484.725;newcontig15484.1130;newcontig15596.971;newcontig15596.429;contig15727.126;contig15808.829;newcontig16125.157;contig16157.1183;contig16332.419;contig16356.332;contig16411.197;contig16454.169;contig16454.530;contig16727.97;contig16756.89;contig16774.460;contig16822.456;newcontig04336.1071;newcontig16884.608;newcontig17066.1271;contig17540.195;contig17776.918;contig17813.275;contig17813.614;contig18067.318;contig18067.471;contig18599.280;contig18599.772;contig18599.823;contig18676.31;contig18676.73;contig18676.245;contig19054.28;contig19143.561;contig19173.238;contig19173.551;contig19448.291;contig19448.666;contig19448.1212;contig20156.322;contig20694.92;contig20694.312;contig20694.1090;contig21136.630;contig21141.311;contig21141.489;contig23190.627;newcontig23660.1194;contig23982.493;contig23982.774;contig24145.82;contig24318.117;contig24318.148;contig24902.128;contig24902.464;contig24902.466;contig25386.792;contig26089.361;contig26457.409;contig26764.484;contig27000.1448;contig31121.47;newcontig00251.177;newcontig00575.206;newcontig00575.232;newcontig01181.201;newcontig01181.592;newcontig01181.99;newcontig03196.56;newcontig04814.189;newcontig05181.2450;newcontig05330.125;newcontig05330.74;newcontig05502.128;newcontig05502.167;newcontig05502.725;newcontig05945.417;newcontig05945.426;newcontig06676.165;newcontig07067.53;newcontig08200.613;newcontig08206.176;newcontig08206.228;newcontig09373.367;newcontig14455.916;newcontig14455.953;newcontig15452.813;newcontig15944.276;newcontig15944.288;newcontig16430.504;newcontig18465.35;newcontig18465.747;newcontig18762.199;newcontig20680.343;newcontig25086.1240;newcontig26572.464;newcontig26602.432;newcontig26602.585;newcontig30715.525;newcontig30715.591;newcontig30715.72;contig15076.506
5981;382896;5426075;1122;ad;141;414.6111891;147;0.005276009;1.016058502;0.999170295;1.0181914;0.952622473;2.508035843;-6.082560071;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;1;2;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;2;2;0;1;2;0;1;0;0;0;0;2;1;0;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;NA;1;0;0;1;0;0;0;0;1;0;0;2;2;0;0;0;0;0;1;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;2;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;2;0;0;0;2;2;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;2;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;0;1;0;0;0;0;2;0
5982;382910;5426041;1112;ad;145;473.1342038;151;0.004830207;1.007604138;0.999289843;1.010994642;0.990732546;0.710753262;-1.628714688;0;0;0;0;0;2;0;1;1;0;0;0;1;0;0;1;1;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;1;0;2;0;0;1;0;0;1;0;2;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;2;0;0;1;0;1;1;1;1;0
5983;382975;5426091;1083;ad;141;414.6111891;144;0.004586495;1.055014411;0.998872694;1.006591767;0.948040631;2.051778391;-6.821763061;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;2;0;2;2;0;0;0;0;0;0;0;1;0;1;0;0;2;1;1;1;1;0;1;0;NA;0;0;0;1;0;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0
5984;382975;5426091;1083;ad;130;364.8437993;136;0.000184392;1.001107664;0.999973807;1.006830686;0.986989605;0.708672816;-1.636611441;1;0;0;0;0;0;0;0;0;0;0;0;1;NA;0;1;1;0;1;1;1;1;0;0;2;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;NA;1;0;1;2;2;0;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;2;0;0;0;0;0;1;1;2;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;2;0;1;1;0;1;0;0;0;1;0;0;2;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;1;0;1;1;2;1;0;0;0;1;0;0;0;1;0;0;2;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0
5985;382997;5426095;1085;ad;131;370.4719412;136;0.018780283;1.045834346;0.997770604;1.060190261;0.852201512;8.334104652;-16.86522839;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;1;1;0;2;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;2;0;NA;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;2;0
5986;383044;5426132;1088;ad;145;473.1342038;144;0.006651564;0.944138688;0.999194159;1.014147836;0.965639482;3.238456882;-4.468399721;1;0;0;1;0;2;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;NA;0;1;1;1;0;0;0;0;1;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0;1;0;1;0;0;0;1;NA;2;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;2;2;1;0;0;0;0;2;0;0;0;0;1;1;1;1;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0
5987;383182;5426096;1116;ad;130;364.8437993;F;0.004366654;0.984244159;0.998997771;0.998897946;0.956062496;0.097489169;-6.058296788;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;NA;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0;0;1;1;0;1;0;0;0;2;1;0;0;0;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;2;0;0;0;0;1;2;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
5988;383188;5426110;1122;ad;141;414.6111891;140;0.004001315;1.052381776;0.999430939;1.025636102;0.958595993;2.720062081;-5.425407448;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;1;0;0;NA;0;0;0;0;0;1;1;0;0;1;1;0;1;0;2;1;1;0;0;0;0;NA;0;0;NA;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;2;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;2;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
5989;383187;5426125;1125;ad;143;447.1666589;151;0.029058756;1.003030828;0.99312197;1.015480691;0.952808845;2.289614896;-6.679724714;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;2;0;1;0;2;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;2;1;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;2;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;2;2;0;2;1;0;0;NA;0;0;2;2;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0
5990;383164;5426137;1118;ad;131;370.4719412;F;0.034971407;1.038507618;0.988234083;1.057996015;0.948822024;6.53015783;-7.574593447;0;0;0;2;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;2;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;2;0;2;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;2;2;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;2;0;0;1;0;0;0;0;0;1;1;1;0
5991;383210;5426185;1154;ad;139;386.4876746;F;0.01870647;1.070279586;0.995314462;1.064952209;0.929990965;10.82585709;-9.317244155;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;2;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;2;2;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;2;0;0;2;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0
5992;383198;5426194;1152;ad;141;414.6111891;F;0.002044904;0.970842011;0.999658219;1.026451026;0.944750107;3.240902075;-6.778215926;0;0;0;2;0;0;0;NA;NA;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;2;1;0;0;1;0;0;0;0;1;1;0;1;1;0;2;0;0;1;1;0;0;0;0;0;1;1;2;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;NA;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;2;2;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;NA;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;2;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2;1;0;2;0;0;0;0;1;1;1;0;0
5993;383185;5426214;1160;ad;145;473.1342038;147;0.011170989;1.123603824;0.998175632;1.016467056;0.923840126;4.043138437;-9.43924962;0;0;0;1;0;0;0;1;0;2;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;2;0;0;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;1;1;1;0;2;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;1;1;0;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;1;0;0;0;0;2;0;1;1;0;1;0;0;0;0;1;2;2;0;0
5994;383176;5426213;1154;ad;143;447.1666589;147;0.017417024;0.932293437;0.995149802;1.01442285;0.972590088;1.664294045;-2.247609733;0;1;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;2;0;0;0;2;0;1;1;0;NA;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;2;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;2;1;0;0;0;0;2;2;0;0
5995;383154;5426203;1147;ad;131;370.4719412;F;0.016959098;1.035867212;0.998168958;1.032674099;0.824066945;5.544906316;-19.36879532;0;1;0;2;0;1;0;2;0;0;0;0;0;0;0;0;NA;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;2;0;0;0;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;2;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;2;1;0;0;0;0;2;2;0;0
5996;383220;5426108;1122;ad;141;414.6111891;F;0.002063356;1.023653456;0.999542127;1.006156481;0.954932158;0.794260435;-5.859374999;0;0;0;1;0;1;0;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;1;0;1;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;2;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;2;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;2;0
5997;383219;5426093;1130;ad;141;414.6111891;140;0.008568423;0.950390652;0.999293579;1.079392901;0.894287002;11.52216775;-11.16817476;0;0;0;0;0;0;0;2;NA;1;0;0;2;0;0;1;NA;0;0;1;1;0;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;2;2;0;0;0;0;1;0;0;2;0;0;0;1;0;0;1;0;0;1;NA;2;0;0;0;1;0;0;0;0;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;1;0;2;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;1;1;0;NA;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;NA;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;NA;NA;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;0;2;0;0;2;2;0;0
5998;383225;5426073;1127;ad;130;364.8437993;F;0.003680219;1.045943564;0.998840352;1.026559883;0.957736217;3.202744687;-5.73424967;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;1;0;1;0;0;2;0;0;0;1;1;0;0;1;1;1;0;2;0;0;2;0;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;2;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;2;0;1;0;0;1;0;0;0;0;1;2;2;0;1
5999;383196;5426034;1111;ad;143;447.1666589;140;0.002542091;1.023972444;0.999634457;1.029109374;0.964472165;3.606353042;-4.30600044;0;0;1;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;1;0;0;0;2;2;0;0;2;0;0;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0
6000;383186;5426012;1106;ad;133;370.4719412;F;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;0;1;2;0;0;0;1;0;0;0;0;0;2;2;0;2;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;1;1;0;0;2;2;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;1;1;1;0
6001;382911;5425881;1103;sa;139;386.4876746;136;NA;NA;NA;NA;NA;NA;NA;0;0;1;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;2;0;0;1;0;0;1;0;0;2;2;0;0
6002;382916;5425866;1101;sa;133;370.4719412;F;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;NA;0;1;0;0;0;1;0;1;0;2;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;1;0;2;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;2;1;0;0;0;0;1;0;0;0;1;0;0;1;0;2;1;0;0;0;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;2;0;0;0;0;0;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
